objectid,year,state,agency,fire_name,alarm_date,containment_date,cause,collection_method,management_objective,gis_calculated_acres,decades,shape__area,shape__length
3601,2017,CA,USF,FRANK,2017-07-26,2017-10-16,1,8,1.0,27.20529,2010-2019,196700.4805,2236.81383
3602,2017,CA,BLM,TECOPA,2017-09-11,2017-09-14,1,1,1.0,26.99338,2010-2019,166748.5703,4053.457932
3603,2017,CA,BLM,R-2 SCHAFFER,2017-07-24,2017-07-30,1,1,1.0,26.49388,2010-2019,185359.5234,2630.986593
3604,2017,CA,CDF,VERNON,2017-06-03,2017-06-03,14,1,1.0,26.25211,2010-2019,154265.1367,1624.142145
3605,2017,CA,USF,COW,2017-09-07,2017-11-17,1,6,1.0,25.92339,2010-2019,164532.3242,1562.33655
3606,2017,CA,CCO,WESTERLY,2017-08-12,2017-08-12,11,1,1.0,25.66816,2010-2019,153896.2539,2125.105688
3607,2017,CA,BLM,FAIRVIEW,2017-06-01,2017-06-01,14,1,1.0,25.6586,2010-2019,151370.0352,1899.331936
3608,2017,CA,CCO,FIVE,2017-06-03,2017-06-03,14,7,1.0,25.30416,2010-2019,151271.8711,2686.858598
3609,2017,CA,CDF,MONTEREY,2017-05-06,2017-05-07,2,1,1.0,25.18853,2010-2019,156717.6602,3111.870113
3610,2017,CA,CCO,WOODCHOPPER 2,2017-12-08,2017-12-08,11,1,1.0,25.13168,2010-2019,150879.918,1954.420729
3611,2017,CA,BLM,CHERRY,2017-08-29,2017-08-30,1,1,1.0,24.91195,2010-2019,175210.8047,3837.237955
3612,2017,CA,CDF,COVE,2017-09-23,2017-09-23,14,6,1.0,24.77047,2010-2019,152567.707,1944.58944
3613,2017,CA,USF,APACHE ,2017-05-13,2017-05-17,4,6,1.0,24.40058,2010-2019,146634.8555,1578.647111
3614,2017,CA,USF,FOURTH,2017-09-07,2017-11-13,1,3,1.0,24.317,2010-2019,173815.9727,1583.55309
3615,2017,CA,CDF,PINE,2017-05-16,2017-05-16,10,1,1.0,24.03971,2010-2019,149520.875,1531.940246
3616,2017,CA,BLM,KECK,2017-04-10,2017-04-10,14,1,1.0,23.86314,2010-2019,146746.0273,1967.45319
3617,2017,CA,CDF,ZAMORA,2017-08-15,2017-08-15,14,1,1.0,23.79608,2010-2019,153833.5742,1763.776926
3618,2017,CA,CDF,CITY,2017-05-18,2017-05-18,10,1,1.0,23.45427,2010-2019,145234.918,2646.990492
3619,2017,CA,CDF,ROCKVILLE,2017-08-23,2017-08-23,14,1,1.0,23.23989,2010-2019,152731.8398,2183.056899
3620,2017,CA,CDF,BORDER 9,2017-09-08,2017-09-08,14,1,1.0,22.50286,2010-2019,128601.9297,2222.139367
3621,2017,CA,CDF,TONZI,2017-06-17,2017-06-17,14,1,1.0,22.38834,2010-2019,147765.3086,2056.086811
3622,2017,CA,CCO,BRECKENRIDGE,2017-12-01,2017-12-01,14,1,1.0,22.35438,2010-2019,136411.1914,1652.166544
3623,2017,CA,BLM,R-9 FREDONYER,2017-08-23,2017-08-25,1,1,1.0,22.03393,2010-2019,155586.957,1691.511539
3624,2017,CA,CDF,ROCKY,2017-05-20,2017-05-20,2,6,1.0,21.9278,2010-2019,134124.5664,2569.153291
3625,2017,CA,USF,FRENCHMAN,2017-06-21,2017-06-25,9,1,1.0,21.58683,2010-2019,148620.9883,1804.264841
3626,2017,CA,CDF,CYPRESS,2017-07-24,2017-07-24,11,7,1.0,21.28955,2010-2019,130610.9727,1836.498759
3627,2017,CA,CDF,MULE,2017-09-05,2017-09-06,14,2,1.0,21.26687,2010-2019,142796.9883,1567.138875
3628,2017,CA,CDF,HIGHWAY,2017-06-22,2017-06-22,11,1,1.0,21.25227,2010-2019,145098.75,2114.801282
3629,2017,CA,CDF,PINE,2017-07-27,2017-07-31,1,1,1.0,21.24126,2010-2019,153031.7031,1967.528185
3630,2017,CA,USF,NEEDLES,2017-07-08,2017-07-08,9,6,1.0,20.86836,2010-2019,129611.418,1328.898533
3631,2017,CA,CCO,AIRPORT,2017-04-29,2017-04-29,14,1,1.0,20.80275,2010-2019,126272.1758,1910.967006
3632,2017,CA,CDF,BITTERWATER,2017-05-22,2017-05-22,11,1,1.0,20.62749,2010-2019,129023.4492,2608.528411
3633,2017,CA,CDF,LAMB 2,2017-06-18,2017-06-18,14,1,1.0,20.43246,2010-2019,120314.6484,1880.613025
3634,2017,CA,BLM,ALPAUGH,2017-06-15,2017-06-16,10,1,1.0,20.33025,2010-2019,125571.2188,1837.220027
3635,2017,CA,CDF,GAVIOTA,2017-06-14,2017-06-14,9,6,1.0,20.31965,2010-2019,123720.0977,1555.533782
3636,2017,CA,CDF,FALLS,2017-08-01,2017-08-01,14,1,1.0,20.31024,2010-2019,131390.5703,1777.733707
3637,2017,CA,DOD,JARDINE,2017-06-16,2017-06-16,5,6,1.0,20.19442,2010-2019,117707.3672,1529.278215
3638,2017,CA,CCO,TOPANGA,2017-06-29,2017-07-02,14,7,1.0,20.00055,2010-2019,118210.6953,2543.841691
3639,2017,CA,CDF,AVENAL,2017-08-29,2017-08-29,10,1,1.0,19.41336,2010-2019,120083.5664,4815.125247
3640,2017,CA,CDF,GARDEN,2017-10-10,2017-10-10,10,1,1.0,19.13759,2010-2019,128650.7305,2426.359973
3641,2017,CA,USF,PICKETT,2017-08-07,2017-08-20,1,8,1.0,19.08158,2010-2019,133057.2734,1849.951723
3642,2017,CA,CDF,CHALK,2017-07-08,2017-07-08,14,1,1.0,18.82862,2010-2019,115132.4375,2010.021554
3643,2017,CA,CDF,WILLMS,2017-07-18,2017-07-18,14,1,1.0,18.7433,2010-2019,121753.3125,1580.73595
3644,2017,CA,CCO,NEENACH,2017-06-30,2017-06-30,2,7,1.0,18.74323,2010-2019,112692.7305,1732.556569
3645,2017,CA,USF,DIAMOND4,2017-07-29,2017-10-17,1,1,1.0,18.71504,2010-2019,136773.0625,1508.545568
3646,2017,CA,CDF,FORT,2017-10-07,2017-10-08,14,1,1.0,18.28065,2010-2019,121064.7969,1797.153982
3647,2017,CA,CDF,SMITH,2017-07-01,2017-07-01,14,1,1.0,18.19828,2010-2019,122338.7734,1377.410624
3648,2017,CA,BLM,PANOCHE,2017-05-28,2017-05-28,9,1,1.0,17.98286,2010-2019,113069.0586,1759.884165
3649,2017,CA,USF,ANTELOPE,2017-07-06,2017-07-11,9,1,1.0,17.97842,2010-2019,126469.2266,2432.667313
3650,2017,CA,CDF,MILTON,2017-10-18,2017-10-18,2,1,1.0,17.96167,2010-2019,117370.3203,1672.494558
3651,2017,CA,CDF,BODEGA,2017-08-27,2017-08-28,14,1,1.0,17.76834,2010-2019,116801.5078,2154.516456
3652,2017,CA,BLM,R-2 BUTTE WELL,2017-09-06,2017-09-11,1,1,1.0,17.38799,2010-2019,121814.8945,2027.374359
3653,2017,CA,BLM,MOTOR,2017-06-09,2017-06-10,2,1,1.0,17.19416,2010-2019,105145.1953,5664.856145
3654,2017,CA,USF,ROCK,2017-06-29,2017-06-30,9,1,1.0,17.14011,2010-2019,125479.7656,1355.103558
3655,2017,CA,USF,GRANT,2017-06-27,2017-07-02,9,1,1.0,17.05766,2010-2019,111628.3594,1592.522465
3656,2017,CA,USF,SWAY,2017-08-01,2017-08-17,2,8,1.0,16.94284,2010-2019,118349.3438,1448.044446
3657,2017,CA,CDF,CANYON,2017-08-14,2017-08-14,2,1,1.0,16.82664,2010-2019,103719.625,1527.540793
3658,2017,CA,CDF,LONEOAK,2017-05-17,2017-05-17,11,1,1.0,16.81539,2010-2019,104821.2695,1286.568298
3659,2017,CA,USF,ROCK2,2017-07-28,2017-10-17,1,1,1.0,16.36759,2010-2019,119654.5039,1320.569832
3660,2017,CA,USF,SEINE,2017-07-22,2017-07-23,9,5,1.0,16.21909,2010-2019,96063.63672,1318.28268
3661,2017,CA,CDF,CRAM,2017-02-14,2017-02-14,5,1,1.0,16.0521,2010-2019,116125.8359,1638.997118
3662,2017,CA,USF,QUAKING,2017-07-26,2017-08-17,1,8,1.0,15.96121,2010-2019,115337.8594,1423.405935
3663,2017,CA,CDF,SUNSHINE COMPLEX,2017-09-18,2017-09-18,10,1,1.0,15.96021,2010-2019,92933.41797,2255.193265
3664,2017,CA,CCO,CAT,2017-12-05,2017-12-05,11,1,1.0,15.88332,2010-2019,95588.3125,1752.285297
3665,2017,CA,USF,MOWITZ,2017-08-23,2017-08-26,1,1,1.0,15.72661,2010-2019,114340.0352,1391.627887
3666,2017,CA,CDF,SITES,2017-07-15,2017-07-15,14,2,1.0,15.62878,2010-2019,105943.2422,1373.89547
3667,2017,CA,CDF,CENTERVILLE,2017-07-17,2017-07-20,14,1,1.0,15.61061,2010-2019,112564.4727,1582.991125
3668,2017,CA,BLM,PICNIC,2017-08-14,2017-08-17,9,1,1.0,15.55472,2010-2019,101444.1172,1745.434009
3669,2017,CA,BLM,CANYON,2017-05-14,2017-05-14,10,1,1.0,15.1246,2010-2019,89027.03516,1243.188848
3670,2017,CA,NPS,RATTLESNAKE,2017-09-07,2017-09-15,10,1,1.0,14.99418,2010-2019,97160.19141,1950.661954
3671,2017,CA,USF,TWIN ,2017-09-18,2017-11-21,1,6,1.0,14.96456,2010-2019,98713.39063,1191.123105
3672,2017,CA,CDF,SAN JUAN,2017-09-01,2017-09-01,14,1,1.0,14.82591,2010-2019,93740.06641,1497.976772
3673,2017,CA,CDF,CRABTREE,2017-06-21,2017-06-21,10,1,1.0,14.1566,2010-2019,91558.25781,1318.413584
3674,2017,CA,CDF,HOG,2017-06-09,2017-06-09,9,1,1.0,14.10511,2010-2019,86959.48047,1672.67932
3675,2017,CA,BLM,MATZ,2017-05-29,2017-05-30,14,1,1.0,14.05736,2010-2019,83049.61328,3980.949593
3676,2017,CA,CCO,ELK,2017-06-02,2017-06-02,14,1,1.0,14.04068,2010-2019,85523.125,1794.49435
3677,2017,CA,CDF,REDWOOD,2017-09-20,2017-09-21,14,2,1.0,14.02686,2010-2019,92373.85938,1349.464344
3678,2017,CA,CDF,CORNER,2017-08-17,2017-08-17,10,1,1.0,13.96419,2010-2019,98923.90625,3226.871238
3679,2017,CA,CDF,SLOANE,2017-06-27,2017-06-27,9,1,1.0,13.92714,2010-2019,79948.48047,1436.8191
3680,2017,CA,USF,ROUSE,2017-08-30,2017-09-05,9,1,1.0,13.91025,2010-2019,81611.79688,2289.843636
3681,2017,CA,CDF,CLOVER,2017-09-23,2017-09-24,14,1,1.0,13.89886,2010-2019,92187.86328,1796.928504
3682,2017,CA,CDF,CHINA,2017-07-05,2017-07-05,11,1,1.0,13.89821,2010-2019,93814.5,1711.566008
3683,2017,CA,USF,RADAR,2017-08-26,2017-09-07,1,1,1.0,13.89812,2010-2019,101024.4336,2213.081972
3684,2017,CA,BLM,W4 ROMERO,2017-08-22,2017-08-24,14,1,1.0,13.82891,2010-2019,99328.80469,1772.073138
3685,2017,CA,CCO,AQUADUCT,2017-05-14,2017-05-14,14,1,1.0,13.82444,2010-2019,84771.50391,2789.913953
3686,2017,CA,CDF,BROPHY,2017-09-16,2017-09-17,14,1,1.0,13.68829,2010-2019,92282.4375,2297.653183
3687,2017,CA,CCO,DRUM,2017-12-16,2017-12-16,9,1,1.0,13.53869,2010-2019,81286.74609,1267.299261
3688,2017,CA,CDF,PALOMA,2017-07-18,2017-07-18,14,1,1.0,13.38323,2010-2019,87982.0,1458.988567
3689,2017,CA,CCO,ERIC,2017-06-03,2017-06-03,14,1,1.0,13.25268,2010-2019,80432.09375,1372.835812
3690,2017,CA,CDF,SPRINGS,2017-09-01,2017-09-02,14,2,1.0,13.12532,2010-2019,87518.90234,1287.545898
3691,2017,CA,USF,JIM,2017-07-28,2017-08-05,1,8,1.0,13.09252,2010-2019,94261.95703,1200.7748
3692,2017,CA,CCO,HWY_1,2017-12-14,2017-12-14,11,1,1.0,13.04565,2010-2019,78084.28516,1630.371081
3693,2017,CA,CDF,GREENFIELD,2017-06-09,2017-06-09,14,1,1.0,13.01627,2010-2019,74798.23438,1485.567464
3694,2017,CA,USF,CLAIRE,2017-09-07,2017-09-13,1,3,1.0,12.89506,2010-2019,92032.50391,1195.844327
3695,2017,CA,CDF,CATLETT,2017-08-05,2017-08-05,14,1,1.0,12.87781,2010-2019,86044.26563,1861.654274
3696,2017,CA,BLM,WINDMILLS,2017-06-27,2017-06-27,14,1,1.0,12.69855,2010-2019,74836.29297,1245.352581
3697,2017,CA,CDF,GEYSERS,2017-05-24,2017-05-24,14,2,1.0,12.65132,2010-2019,84482.71484,1145.418741
3698,2017,CA,CCO,CORCARAN,2017-06-20,2017-06-20,14,1,1.0,12.45355,2010-2019,76469.14063,1486.850476
3699,2017,CA,CDF,RANCH,2017-08-13,2017-08-13,10,7,1.0,12.45207,2010-2019,76400.35938,1488.617942
3700,2017,CA,CDF,BREWER,2017-07-02,2017-07-09,2,1,1.0,12.40011,2010-2019,83397.23047,1136.141068
3701,2017,CA,CDF,BLUE,2017-08-10,2017-08-10,11,1,1.0,12.3151,2010-2019,87285.63281,1797.121895
3702,2017,CA,CCO,VINEYARD,2017-04-30,2017-04-30,11,1,1.0,12.27624,2010-2019,73729.15234,2473.846848
3703,2017,CA,USF,FORNI,2017-08-11,2017-08-14,14,8,1.0,12.26719,2010-2019,81909.88281,1187.060662
3704,2017,CA,CDF,DEHESA 5,2017-06-04,2017-06-04,14,1,1.0,12.24801,2010-2019,70318.16797,1475.781932
3705,2017,CA,CDF,SHANDON,2017-05-07,2017-05-07,10,6,1.0,12.07228,2010-2019,74235.10547,1323.803757
3706,2017,CA,USF,SILVER,2017-07-04,2017-07-06,2,1,1.0,12.00793,2010-2019,71344.32813,2047.839328
3707,2017,CA,USF,ZERMATT,2017-06-17,2017-06-17,9,1,1.0,11.94587,2010-2019,71093.07031,1349.637022
3708,2017,CA,CDF,STAGECOACH,2017-07-20,2017-07-23,3,1,1.0,11.93284,2010-2019,79875.97656,1178.822897
3709,2017,CA,CDF,SPRING,2017-08-30,2017-08-30,14,1,1.0,11.88886,2010-2019,78075.02734,1358.798685
3710,2017,CA,CDF,JAMESON,2017-04-30,2017-05-01,9,1,1.0,11.77292,2010-2019,69146.44531,1663.799649
3711,2017,CA,CDF,REX,2017-07-12,2017-07-14,2,1,1.0,11.73705,2010-2019,79223.96094,1445.087294
3712,2017,CA,CCO,TRAIL,2017-06-23,2017-06-23,9,1,1.0,11.72539,2010-2019,70354.97656,1797.790995
3713,2017,CA,CDF,BEAR,2017-06-23,2017-06-23,14,2,1.0,11.68308,2010-2019,79068.60547,1129.828201
3714,2017,CA,CDF,APSUUN,2017-06-30,2017-07-05,7,1,1.0,11.60558,2010-2019,84309.29297,1511.961929
3715,2017,CA,CDF,SMARTSVILLE,2017-10-08,2017-10-09,14,1,1.0,11.55905,2010-2019,78026.51172,1371.105818
3716,2017,CA,CCO,FARMER,2017-06-17,2017-06-17,14,1,1.0,11.45716,2010-2019,69767.375,1133.994079
3717,2017,CA,USF,TANK,2017-08-08,2017-08-10,1,8,1.0,11.39594,2010-2019,82976.16016,1605.095581
3718,2017,CA,CDF,CABLE,2017-06-24,2017-06-24,9,6,1.0,11.38073,2010-2019,67536.55078,1222.11749
3719,2017,CA,CDF,WEST,2017-07-31,2017-07-31,10,6,1.0,11.34279,2010-2019,69218.39844,1780.411715
3720,2017,CA,CDF,SHORE,2017-06-26,2017-06-27,14,1,1.0,11.31573,2010-2019,82812.61719,1842.401019
3721,2017,CA,LRA,DOMINICA,2017-05-28,2017-05-28,9,6,1.0,11.15464,2010-2019,66279.38672,1162.285325
3722,2017,CA,CDF,SOLAR,2017-06-03,2017-06-03,14,1,1.0,11.10916,2010-2019,67691.23438,1194.515213
3723,2017,CA,CCO,JEFFREY,2017-08-19,2017-08-19,14,1,1.0,11.08747,2010-2019,65024.59375,1196.028397
3724,2017,CA,CDF,STONY,2017-06-24,2017-06-24,11,1,1.0,10.9172,2010-2019,71828.87109,1860.332043
3725,2017,CA,CDF,3-20,2017-09-12,2017-09-23,1,1,1.0,10.83091,2010-2019,77691.78906,1227.225122
3726,2017,CA,CDF,GRIZZLY,2017-07-21,2017-07-31,10,1,1.0,10.82112,2010-2019,73353.40234,1198.974979
3727,2017,CA,CDF,SPENCEVILLE,2017-05-28,2017-06-03,9,1,1.0,10.77169,2010-2019,72550.94141,1419.272229
3728,2017,CA,USF,OSITA,2017-07-13,2017-07-13,9,6,1.0,10.73966,2010-2019,64308.70703,1230.072105
3729,2017,CA,CDF,POTATO,2017-08-10,2017-08-11,1,6,1.0,10.70095,2010-2019,75368.28906,1049.584299
3730,2017,CA,NPS,PORCUPINE,2017-08-02,2017-11-02,1,1,1.0,10.51803,2010-2019,68334.44141,2641.75444
3731,2017,CA,BLM,IRWIN,2017-07-13,2017-07-13,14,1,1.0,10.41082,2010-2019,62907.13672,1228.167853
3732,2017,CA,USF,RIVER,2017-09-01,2017-09-05,9,6,1.0,10.40595,2010-2019,67000.50781,2375.624041
3733,2017,CA,USF,CHARLTON,2017-08-06,2017-08-06,9,1,1.0,10.40123,2010-2019,61802.80859,1370.547451
3734,2017,CA,BLM,W-2 LIKELY,2017-08-22,2017-08-23,1,1,1.0,10.32943,2010-2019,73887.39453,1409.618779
3735,2017,CA,CDF,BANDY 2,2017-08-17,2017-08-22,9,1,1.0,10.30523,2010-2019,59556.83594,1031.657779
3736,2017,CA,CDF,VILLA,2017-07-28,2017-07-28,11,1,1.0,10.20885,2010-2019,62426.15625,1021.558845
3737,2017,CA,CDF,GREENHORN,2017-07-27,2017-08-03,14,8,1.0,10.14809,2010-2019,68420.71484,1205.548528
3738,2017,CA,CCO,ARMOUR,2017-07-27,2017-07-27,10,1,1.0,10.08267,2010-2019,60379.67188,1429.464362
3739,2017,CA,CCO,SWITCH,2017-08-24,2017-08-24,14,1,1.0,10.06964,2010-2019,60713.74609,1526.399651
3740,2017,CA,CCO,BROOK,2017-05-23,2017-05-24,14,1,1.0,10.04382,2010-2019,59473.66016,1246.055781
3741,2017,CA,CDF,MAVERICK,2017-08-03,2017-08-05,14,1,1.0,10.00226,2010-2019,66924.73438,1124.526201
3742,2017,CA,BLM,HILL,2017-09-06,2017-09-06,2,1,1.0,9.913222,2010-2019,60135.28906,1441.966324
3743,2017,CA,CCO,LOOP,2017-06-15,2017-06-15,14,1,1.0,9.85579,2010-2019,60028.42188,1156.952339
3744,2017,CA,CDF,ALVARADO,2017-07-16,2017-07-16,11,1,1.0,9.783442,2010-2019,60482.19141,1511.849579
3745,2017,CA,CDF,QUAIL,2017-08-13,2017-10-13,14,2,1.0,9.767098,2010-2019,64612.375,998.7926274
3746,2017,CA,USF,RINCON,2017-08-03,2017-08-04,1,1,1.0,9.663489,2010-2019,57370.89453,1284.360184
3747,2017,CA,CDF,MACDOEL,2017-06-29,2017-06-29,5,1,1.0,9.625264,2010-2019,70218.25391,1826.783122
3748,2017,CA,CCO,SOUTH,2017-06-13,2017-06-13,4,1,1.0,9.507282,2010-2019,57020.25391,1177.229794
3749,2017,CA,CCO,OILFIELD,2017-05-08,2017-05-08,14,1,1.0,9.457086,2010-2019,57878.70313,1143.968992
3750,2017,CA,CCO,GULTCH,2017-08-11,2017-08-12,14,1,1.0,9.249963,2010-2019,56763.52734,1649.88015
3751,2017,CA,BLM,BLUE,2017-05-05,2017-05-05,2,1,1.0,9.054397,2010-2019,54072.88672,1285.0794
3752,2017,CA,USF,MURPHY,2017-08-24,2017-08-26,2,1,1.0,9.045541,2010-2019,59038.58203,1251.766285
3753,2017,CA,USF,DIXIE,2017-09-12,2017-09-16,9,6,1.0,8.64817,2010-2019,59403.52344,1239.336516
3754,2017,CA,USF,PILOT,2017-08-29,2017-09-02,1,1,1.0,8.603203,2010-2019,55864.40234,1551.660139
3755,2017,CA,CDF,SHAVER,2017-09-11,2017-09-14,4,1,1.0,8.590142,2010-2019,54745.78516,1262.150457
3756,2017,CA,NPS,DRAKE 2,2017-09-21,2017-09-21,9,1,1.0,8.266294,2010-2019,54023.84766,1290.743942
3757,2017,CA,NPS,NORTH GUARD,2017-07-18,2017-11-27,1,2,1.0,8.235841,2010-2019,52024.86328,1405.367227
3758,2017,CA,CCO,SKYLINE,2017-05-16,2017-05-16,14,1,1.0,8.173799,2010-2019,49759.66016,1008.442321
3759,2017,CA,CCO,TEJON,2017-07-02,2017-07-02,14,1,1.0,8.055015,2010-2019,49121.85156,1224.983398
3760,2017,CA,CDF,KING,2017-08-26,2017-08-26,14,1,1.0,7.94398,2010-2019,49462.61719,1560.800578
3761,2017,CA,CCO,MULHOLLAND,2017-05-19,2017-05-19,14,1,1.0,7.373501,2010-2019,43624.45703,1365.058406
3762,2017,CA,CDF,VISTA,2017-10-14,2017-10-15,2,1,1.0,7.34516,2010-2019,49306.55078,1081.518218
3763,2017,CA,USF,GENESSEE,2017-06-30,2017-07-02,7,6,1.0,6.275238,2010-2019,43389.74609,1411.305322
3764,2017,CA,CCO,CHAMPAGNE,2017-05-28,2017-05-28,14,1,1.0,6.240428,2010-2019,37671.17969,1657.255847
3765,2017,CA,CDF,COMSTOCK,2017-07-02,2017-07-02,7,1,1.0,5.762318,2010-2019,41870.17969,919.4122469
3767,2017,CA,USF,VISTA,2017-07-21,2017-07-21,9,6,1.0,5.544388,2010-2019,33207.26563,947.9855334
3768,2017,CA,CDF,HAWKINSVILLE,2017-07-08,2017-07-08,2,1,1.0,5.537436,2010-2019,40308.75,903.1224215
3769,2017,CA,CCO,UNNAMED FIRE,2017-09-02,2017-09-02,14,1,1.0,5.443711,2010-2019,31842.35156,856.6573711
3770,2017,CA,CCO,MAGAZINE,2017-07-31,2017-07-31,14,1,1.0,5.23979,2010-2019,30700.86719,866.2412637
3771,2017,CA,CCO,GRANITE,2017-04-25,2017-04-25,14,1,1.0,4.67176,2010-2019,28619.16797,957.3181136
3772,2017,CA,CCO,"SCHOOL
SCHOOL",2017-11-23,2017-11-23,9,1,1.0,4.666061,2010-2019,27760.71875,1113.857389
3773,2017,CA,CDF,SHELL,2017-10-05,2017-10-05,5,1,1.0,4.643873,2010-2019,33535.42969,894.3390556
3774,2017,CA,NPS,GRANITE,2017-07-08,2017-07-11,1,1,1.0,4.578662,2010-2019,27542.01172,982.2243432
3775,2017,CA,CCO,RESOURCE,2017-06-25,2017-06-25,14,1,1.0,4.548275,2010-2019,27881.66406,864.5563672
3776,2017,CA,CCO,CARBON CANYON PARK,2017-10-25,2017-10-25,14,1,1.0,4.446725,2010-2019,26199.51953,793.2792592
3777,2017,CA,CDF,SHULMEYER,2017-07-06,2017-07-06,2,1,1.0,4.431605,2010-2019,32158.21094,1011.197926
3778,2017,CA,CDF,FOOTHILL,2017-07-27,2017-07-27,4,1,1.0,4.213081,2010-2019,28344.91016,814.0999626
3779,2017,CA,CDF,INDEPENDENCE,2017-07-27,2017-07-27,14,1,1.0,4.209119,2010-2019,28006.41406,1688.630809
3780,2017,CA,CCO,HILLS,2017-11-16,2017-11-16,14,1,1.0,3.979895,2010-2019,24223.34766,611.508636
3781,2017,CA,CCO,ROLLING,2017-08-03,2017-08-03,14,1,1.0,3.923584,2010-2019,23256.375,778.7184697
3782,2017,CA,CDF,DAVIS,2017-06-16,2017-06-23,14,1,1.0,3.772915,2010-2019,27389.42188,901.4117212
3783,2017,CA,NPS,FORD LAKE,2017-07-10,2017-07-11,1,1,1.0,3.757229,2010-2019,22745.06641,1611.291001
3784,2017,CA,CDF,OAKWOOD,2017-06-12,2017-06-12,5,1,1.0,3.594825,2010-2019,26095.27344,827.1975792
3785,2017,CA,CDF,HORNBROOK,2017-06-20,2017-06-21,9,1,1.0,3.594723,2010-2019,26261.9375,1116.575028
3786,2017,CA,NPS,YOSEMITE CREEK,2017-08-03,2017-09-24,1,1,1.0,3.495089,2010-2019,22716.88672,978.7171135
3787,2017,CA,USF,CHATTER,2017-07-02,2017-07-02,9,6,1.0,3.476502,2010-2019,24659.02344,1089.641877
3788,2017,CA,CCO,CARNATION,2017-05-26,2017-05-26,14,1,1.0,3.358492,2010-2019,20435.46875,623.2798268
3789,2017,CA,USF,MELVIN,2017-06-25,2017-06-25,9,5,1.0,2.949139,2010-2019,17494.33203,785.1328905
3790,2017,CA,CCO,PALMS,2017-07-31,2017-07-31,14,7,1.0,2.911873,2010-2019,17195.82422,667.9833155
3791,2017,CA,CCO,LAGUNA NIGUEL REGIONAL PARK,2017-08-06,2017-08-06,14,1,1.0,2.904046,2010-2019,16965.22656,651.3055861
3792,2017,CA,CCO,MONTVIEW,2017-05-15,2017-05-15,14,6,1.0,2.893327,2010-2019,17133.00781,484.3888867
3793,2017,CA,CCO,GAVINA,2017-05-15,2017-05-15,4,1,1.0,2.574129,2010-2019,15311.22656,712.9674305
3794,2017,CA,FWS,HARKIN,2017-06-28,2017-06-28,4,4,1.0,2.568609,2010-2019,16292.29297,681.9268494
3795,2017,CA,CCO,ENCINAL,2017-04-29,2017-04-29,2,7,1.0,2.525276,2010-2019,14933.80078,750.1209746
3796,2017,CA,CCO,RUNNER,2017-12-05,2017-12-05,9,6,1.0,2.425504,2010-2019,14386.88281,535.6996268
3797,2017,CA,CCO,DERBY,2017-09-27,2017-09-27,14,1,1.0,2.374051,2010-2019,14437.37891,518.3741433
3798,2017,CA,CCO,BALDWIN,2017-06-16,2017-06-16,2,1,1.0,2.296595,2010-2019,13691.89453,493.2310285
3799,2017,CA,CCO,LIBBEY,2017-04-16,2017-04-16,9,6,1.0,2.227261,2010-2019,13288.72266,494.9375968
3800,2017,CA,CDF,RAILROAD,2017-09-23,2017-09-23,14,1,1.0,2.216443,2010-2019,16016.57422,616.2149482
3801,2017,CA,CCO,ANTONIO,2017-06-24,2017-06-24,14,1,1.0,2.2113,2010-2019,12935.625,506.6864233
3802,2017,CA,CDF,EDGEWOOD,2017-06-06,2017-06-06,5,1,1.0,2.126029,2010-2019,15325.44141,680.2195751
3803,2017,CA,CCO,BARN,2017-05-29,2017-05-29,4,7,1.0,2.064039,2010-2019,12330.96875,541.3864864
3804,2017,CA,CCO,TOWERLINE,2017-06-09,2017-06-09,14,1,1.0,2.056431,2010-2019,12540.45313,459.2023378
3805,2017,CA,CCO,MCWANE,2017-05-21,2017-05-21,14,6,1.0,1.751291,2010-2019,10372.32422,421.5321583
3806,2017,CA,CDF,BAILEY,2017-06-21,2017-06-22,14,1,1.0,1.697881,2010-2019,12428.41016,869.6527583
3807,2017,CA,CCO,OWL,2017-08-01,2017-08-01,14,1,1.0,1.690201,2010-2019,10348.76563,701.4837558
3808,2017,CA,CCO,OLD,2017-07-18,2017-07-18,2,7,1.0,1.638321,2010-2019,9747.882813,621.700391
3809,2017,CA,CCO,FORK,2017-04-28,2017-04-28,14,1,1.0,1.534435,2010-2019,9130.511719,846.1297045
3810,2017,CA,FWS,STUBBLE,2017-07-27,2017-07-27,9,4,1.0,1.526605,2010-2019,9217.671875,1259.808533
3811,2017,CA,NPS,SHORELINE,2017-09-26,2017-09-26,9,1,1.0,1.425338,2010-2019,9318.289063,431.5411254
3812,2017,CA,NPS,RIBBON,2017-09-26,2017-11-27,1,7,1.0,1.385606,2010-2019,8985.304688,339.7357053
3813,2017,CA,CCO,CANYON,2017-07-04,2017-07-04,14,7,1.0,1.362349,2010-2019,8033.296875,804.378837
3814,2017,CA,CCO,HASLEY,2017-07-09,2017-07-09,8,1,1.0,1.342572,2010-2019,8010.058594,396.2089213
3815,2017,CA,CCO,NIGUEL,2017-06-29,2017-06-29,2,1,1.0,1.328025,2010-2019,7759.390625,471.1044225
3816,2017,CA,CCO,SCALES,2017-12-21,2017-12-21,14,1,1.0,1.25824,2010-2019,7462.042969,697.8894516
3817,2017,CA,USF,MIDDLE,2017-07-09,2017-07-12,4,1,1.0,1.209222,2010-2019,8125.4375,389.0619701
